paper_code,title,authors,year,journal,doi,file_name,md5_hash
OA_KW7_057,Dual-Task Graph Neural Network for Joint Seizure Onset Zone Localization and Outcome Prediction using Stereo EEG,Syeda Abeera Amir; Artur Agaronyan; William Gaillard; Chima Oluigbo,2025,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2505.23669v1,OA_KW7_057.pdf,4ba935191817bdbf4933d5c3f1937570
OA_KW7_058,LUNA: Efficient and Topology-Agnostic Foundation Model for EEG Signal Analysis,Berkay Döner; Thorir Mar Ingolfsson; Luca Benini; Yawei Li,2025,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2510.22257v1,OA_KW7_058.pdf,db794933ff55a71f9c0d2879c79bf807
OA_KW7_059,Synthetic Data Generation by Supervised Neural Gas Network for Physiological Emotion Recognition Data,S. Muhammad Hossein Mousavi,2025,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2501.16353v1,OA_KW7_059.pdf,dd9d8949b4721a9133cb94d98c538cdc
OA_KW7_060,Dynamic GNNs for Precise Seizure Detection and Classification from EEG Data,Arash Hajisafi; Haowen Lin; Yao-Yi Chiang; Cyrus Shahabi,2024,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.1007/978-981-97-2238-9_16,OA_KW7_060.pdf,235453ea0995a35cc67f0f536c5f2a3e
OA_KW7_061,Interpersonal Relationship Analysis with Dyadic EEG Signals via Learning Spatial-Temporal Patterns,Wenqi Ji; Fang liu; Xinxin Du; Niqi Liu,2024,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2401.03250v1,OA_KW7_061.pdf,758fa880307f3dfd2e0dd3db2b51811a
OA_KW7_062,EmT: A Novel Transformer for Generalized Cross-subject EEG Emotion Recognition,Yi Ding; Chengxuan Tong; Shuailei Zhang; Muyun Jiang,2024,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.1109/tnnls.2025.3552603,OA_KW7_062.pdf,497dc64ac6ce7e54a448f78e936b5631
OA_KW7_063,Hypergraph Multi-modal Large Language Model: Exploiting EEG and Eye-tracking Modalities to Evaluate Heterogeneous Responses for Video Understanding,Minghui Wu; Chenxu Zhao; Anyang Su; Donglin Di,2024,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2407.08150v3,OA_KW7_063.pdf,b1f132a07751dca95e20562b36990e20
OA_KW7_064,MVGT: A Multi-view Graph Transformer Based on Spatial Relations for EEG Emotion Recognition,Yanjie Cui; Xiaohong Liu; Jing Liang; Yamin Fu,2024,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.1007/978-981-95-4378-6_1,OA_KW7_064.pdf,344dc078b1c4f847216123ad33f508fe
OA_KW7_065,A Hybrid Graph Neural Network for Enhanced EEG-Based Depression Detection,Yiye Wang; Wenming Zheng; Yang Li; Hao Yang,2024,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2410.18103v2,OA_KW7_065.pdf,cfc818be68cfc694731653ee4ebf0dda
OA_KW7_066,Towards Explainable Graph Neural Networks for Neurological Evaluation on EEG Signals,Andrea Protani; Lorenzo Giusti; Chiara Iacovelli; Albert Sund Aillet,2024,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2410.07199v1,OA_KW7_066.pdf,d2aec236d344495a296e2384972feeb8
OA_KW7_067,Graph Neural Network-based EEG Classification: A Survey,Dominik Klepl; Min Wu; Fei He,2023,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2310.02152v2,OA_KW7_067.pdf,d9b52eb0427fc60a89c1ca3bf348e794
OA_KW7_068,Graph Convolutional Network with Connectivity Uncertainty for EEG-based Emotion Recognition,Hongxiang Gao; Xiangyao Wang; Zhenghua Chen; Min Wu,2023,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2310.14165v1,OA_KW7_068.pdf,9b6cfab87bdae0d84dd5ed578e0552d1
OA_KW7_069,Functional Graph Contrastive Learning of Hyperscanning EEG Reveals Emotional Contagion Evoked by Stereotype-Based Stressors,Jingyun Huang; Rachel C. Amey; Mengting Liu; Chad E. Forbes,2023,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2308.13546v2,OA_KW7_069.pdf,3761224e3aaf1102d64e127420d6a985
OA_KW7_070,GraM-Diff: A Unified Graph-Mamba Diffusion Framework for EEG-Based Alzheimer's Disease Data Generation and Diagnosis,M. Tanveer; Ayush Singh Rana; Sanskriti Jain; Arnav Kumar,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2608.29755v1,OA_KW7_070.pdf,527103610adf14de0764ff730f1fbc89
OA_KW7_071,Graph-Based Approaches to Learning Epileptogenic Zone Localization Using Stereo-EEG Recordings,Daniel Wendelken; Brian Ervin; Ravindra Arya; Ali A. Minai,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2608.18887v1,OA_KW7_071.pdf,c4d7b4ab1f42ffca054ab01e3b405e57
OA_KW7_072,M-LINKX: Multiview Graph Learning for Brain Cognitive Disease Detection,An Phan; Yufei Jin; Xingquan Zhu,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2608.14847v1,OA_KW7_072.pdf,f5ea17cde8e358989c66fb594cfe6d62
OA_KW7_073,Secure Aggregation for Privacy-Preserving Federated Learning on Clinical EEG Data,Pouya Rajabi; Mohsen Toorani,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2607.28191v2,OA_KW7_073.pdf,f198f09121aa8b360e5e26fa099f9d30
OA_KW7_074,Adaptive Multi-Expert Graph Transformer for Interpretable EEG-Based Diagnostics,Maryam Rahimimovassagh; Md Elias Hossain; Ivan Garibay; Niloofar Yousefi,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2607.19429v1,OA_KW7_074.pdf,5aa9761805f11ec12d55f180a6824521
OA_KW7_075,TVGL-CFM:Generating and Forecasting Time-Varying Trajectories of Dynamic Networks with Conditional Flow Matching,Om Roy; Yashar Moshfeghi; Keith Malcolm Smith,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2607.16894v2,OA_KW7_075.pdf,05b17575b651b827fac9d7289b389532
OA_KW7_076,Deep Learning Approaches for Sleep Apnea Classification from Polysomnographic EEG Signals,Shashank Manjunath; Mukesh Cheemakurthi; Aarti Sathyanarayana,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2607.15477v1,OA_KW7_076.pdf,5cb24ef35f8a7b8304017cd0360f57eb
OA_KW7_077,Graph Bispectrum for Nonlinear Mode Interactions,Rahul Singh; Reza Abiri; Walter Besio,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2607.10884v1,OA_KW7_077.pdf,a3c17b1d0bef138b4a06efd1b73d09c4
OA_KW7_078,A Physics-Inspired Classical Digital Twin of Cortical Dynamics: A Band-Stratified Metriplectic Port-Hamiltonian Neural Network Learned from Brain-Computer-Interface EEG,Dibakar Sigdel,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2607.10439v4,OA_KW7_078.pdf,fe796a924f2322c9d031b7d6c3299d1b
OA_KW7_079,Robust EEG Functional Connectivity Metrics for Decoding Action Observation Conditions and Observed Actions,Anh T. Nguyen; Zachary A. Rentala; Michelle J. Johnson,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.1161/circ.152.suppl_3.4373687,OA_KW7_079.pdf,8dddd14616e52713d34bdfb8486e4a25
OA_KW7_080,CG-MambaNet: A spatiotemporal framework for cross-patient epileptic seizure prediction using CNN-GCN-Mamba-BiLSTM with event-level clinical evaluation,Mufeng Chen; Qi Wu; Bingchao Huang; Xiwen Lai,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2606.08226v1,OA_KW7_080.pdf,d472d309738535049207981404aafb34
OA_KW7_081,Hypergraphs from multivariate connectivity: caCOH-based EEG/MEG representation,Daniil Vlasenko; Irina Saranskaia; Denis Zakharov,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.1140/epjs/s11734-026-02558-7,OA_KW7_081.pdf,f5ebdef7d423a7b31f06a4f74aee22a1
OA_KW7_082,Torus Graphs for Large Scale Neural Phase Analysis,Jack Goffinet; Casey Hanks; David E. Carlson,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2606.00496v1,OA_KW7_082.pdf,8680ab144eb8596358e6410a5860698b
OA_KW7_083,SYNAPSE: Neuro-Symbolic Visual Thought-to-Text Decoding via Topological Semantic Denoising,Akshaj Murhekar; Abhijit Mishra,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2605.27790v2,OA_KW7_083.pdf,160eec6b7570044809feeafba43830b1
OA_KW7_084,"MindAlign: Bridging EEG, Vision, and Language for Zero-Shot Visual Decoding",Zexuan Chen; Sichao Liu; Runhao Lu; Huichao Qi,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2605.24523v1,OA_KW7_084.pdf,1ef988f5f197fba292a54522dc545536
OA_KW7_085,BrainDyn: A Sheaf Neural ODE for Generative Brain Dynamics,Siddharth Viswanath; Panayiotis Ketonis; Chen Liu; Michael Perlmutter,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2605.19324v1,OA_KW7_085.pdf,c931ef2ab7ce38d56c2ca113eb3c3b8e
OA_KW7_086,EpiGraph: Building Generalists for Evidence-Intensive Epilepsy Reasoning in the Wild,Yuyang Dai; Zheng Chen; Jathurshan Pradeepkumar; Yasuko Matsubara,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2605.09505v2,OA_KW7_086.pdf,44a955eeb72efe958be2a124a1acb433
OA_KW7_087,"Same Brain, Different Prediction: How Preprocessing Choices Undermine EEG Decoding Reliability",Dengzhe Hou; Zihao Wu; Lingyu Jiang; Zirui Li,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2605.07212v1,OA_KW7_087.pdf,10e1c6b12a1d7353be37fe30787e2bef
OA_KW7_088,LLM as Clinical Graph Structure Refiner: Enhancing Representation Learning in EEG Seizure Diagnosis,Lincan Li; Zheng Chen; Yushun Dong,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2604.28178v1,OA_KW7_088.pdf,70e84cf2572b5f1b57f86cf2d7a04c3f
OA_KW7_089,A Temporally Augmented Graph Attention Network for Affordance Classification,Ami Chopra; Supriya Bordoloi; Shyamanta M. Hazarika,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2604.10149v1,OA_KW7_089.pdf,181b7686e43fccfd31b4541cdedbc2b0
OA_KW7_090,MLE-Toolbox: An Open-Source Toolbox for Comprehensive EEG and MEG Data Analysis,Xiaobo Liu,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.48550/arXiv.2604.16463v1,OA_KW7_090.pdf,a9abdf010d0efb36c25127f0b432767c
OA_KW7_091,NeuroPath: Practically Adopting Motor Imagery Decoding through EEG Signals,Jiani Cao; Kun Wang; Yang Liu; Zhenjiang Li,2026,arXiv Preprints (Graph Neural Networks & Brain Connectivity),10.1145/3774906.3802770,OA_KW7_091.pdf,4a3f7b183fe89263e6eaffe1af47d5c6
