File_Code,Title,Authors,Year,Journal,DOI,OA_URL,MD5_Hash
OA_KW4_023,Trusted emotion recognition based on multiple signals captured from video and its application in intelligent education,"Junjie Zhang, Cheng Fei, Yaqian Zheng et al.",2024,Electronic Research Archive,10.3934/era.2024161,http://www.aimspress.com/aimspress-data/era/2024/5/PDF/era-32-05-161.pdf,8136c397537010939cef57ea6896352e
OA_KW4_024,EEG Based Emotion Recognition: A Tutorial and Review,"Xiang Li, Yazhou Zhang, Prayag Tiwari et al.",2022,ACM Computing Surveys,10.1145/3524499,https://arxiv.org/pdf/2203.11279.pdf,9f7969643edd8865b614c32838589272
OA_KW4_025,Generative Technology for Human Emotion Recognition: A Scope Review,"Fei Ma, Yucheng Yuan, Yifan Xie et al.",2024,arXiv (Cornell University),10.48550/arxiv.2407.03640,https://arxiv.org/pdf/2407.03640.pdf,0d6f80cea1709e15a55552de2067cc25
OA_KW4_026,Multimodal sentiment analysis based on multi-layer feature fusion and multi-task learning,"Yujian Cai, Xingguang Li, Yingyu Zhang et al.",2025,Scientific Reports,10.1038/s41598-025-85859-6,https://www.nature.com/articles/s41598-025-85859-6.pdf,bd00cab4660d90fdcd54dd0cb2142f7d
OA_KW4_027,Multi-Source and Multi-Representation Adaptation for Cross-Domain Electroencephalography Emotion Recognition,"Jiangsheng Cao, HE Xue-qin, Chenhui Yang et al.",2022,Frontiers in Psychology,10.3389/fpsyg.2021.809459,https://www.frontiersin.org/articles/10.3389/fpsyg.2021.809459/pdf,10cf12e94abed5b6866a1bd90afe2b86
OA_KW4_028,Seizure Prediction in EEG Signals Using STFT and Domain Adaptation,"Peizhen Peng, Yang Song, Yang Lü et al.",2022,Frontiers in Neuroscience,10.3389/fnins.2021.825434,https://www.frontiersin.org/articles/10.3389/fnins.2021.825434/pdf,ddad7be26a7c3c26f1bcfc711cec8bb6
OA_KW4_029,Counterfactual discriminative micro-expression recognition,"Yong Li, Menglin Liu, Lingjie Lao et al.",2024,Visual Intelligence,10.1007/s44267-024-00063-w,https://link.springer.com/content/pdf/10.1007/s44267-024-00063-w.pdf,bfa5a5c54d00dfaab5fcd4929000c79e
OA_KW4_030,M3D: Manifold-based Domain Adaptation with Dynamic Distribution for Non-Deep Transfer Learning in Cross-subject and Cross-session EEG-based Emotion Recognition,"Ting Gang Luo, Jing Zhang, Yingwei Qiu et al.",2024,arXiv (Cornell University),10.48550/arxiv.2404.15615,https://arxiv.org/pdf/2404.15615.pdf,a8c18e951baa70732107ca367a6a0b61
OA_KW4_031,Hybrid transfer learning strategy for cross-subject EEG emotion recognition,"Wei Lu, Haiyan Liu, Hua Ma et al.",2023,Frontiers in Human Neuroscience,10.3389/fnhum.2023.1280241,https://www.frontiersin.org/articles/10.3389/fnhum.2023.1280241/pdf?isPublishedV2=False,51b432935d48410517081a7304049514
OA_KW4_032,Domain adaptation spatial feature perception neural network for cross-subject EEG emotion recognition,"Wei Lu, Xiaobo Zhang, Lingnan Xia et al.",2024,Frontiers in Human Neuroscience,10.3389/fnhum.2024.1471634,https://www.frontiersin.org/journals/human-neuroscience/articles/10.3389/fnhum.2024.1471634/pdf,d5e9a2bae58bc7007aad6c819fbea88e
OA_KW4_033,Multi-source domain adaptation for EEG emotion recognition based on inter-domain sample hybridization,"Xu Wu, Xiangyu Ju, Sheng Hui Dai et al.",2024,Frontiers in Human Neuroscience,10.3389/fnhum.2024.1464431,https://www.frontiersin.org/journals/human-neuroscience/articles/10.3389/fnhum.2024.1464431/pdf,b8943711f222d8efaccf2ba780c8bc47
OA_KW4_034,"Domain adaptation for EEG-based, cross-subject epileptic seizure prediction","Imene Jemal, Lina Abou-Abbas, Khadidja Henni et al.",2024,Frontiers in Neuroinformatics,10.3389/fninf.2024.1303380,https://www.frontiersin.org/articles/10.3389/fninf.2024.1303380/pdf?isPublishedV2=False,9af42c7beb2c3c2d2909f3f72d069995
OA_KW4_035,MS-AGDA: A multi-source adaptive gating unsupervised domain adaptation for cross-subject and cross-session EEG-based emotion recognition,"Junqi Liu, Yuliang Ma, Michael J. Houston et al.",2025,Signal Image and Video Processing,10.1007/s11760-025-04819-9,https://link.springer.com/content/pdf/10.1007/s11760-025-04819-9.pdf,e668c8d17197e8b745e0956056cd3379
OA_KW4_036,Multi-source joint domain adaptation for cross-subject and cross-session emotion recognition from electroencephalography,"Shengjin Liang, Lei Su, Yunfa Fu et al.",2022,Frontiers in Human Neuroscience,10.3389/fnhum.2022.921346,https://www.frontiersin.org/articles/10.3389/fnhum.2022.921346/pdf,04fae5585686c0b2229f2b732641ca9e
OA_KW4_037,Data Augmentation techniques in time series domain: a survey and taxonomy,"Guillermo Iglesias, Edgar Talavera, Ángel González-Prieto et al.",2023,Neural Computing and Applications,10.1007/s00521-023-08459-3,https://link.springer.com/content/pdf/10.1007/s00521-023-08459-3.pdf,05d4751f2b7e5e04499de87d3999afe8
OA_KW4_038,DAGAM: a domain adversarial graph attention model for subject-independent EEG-based emotion recognition,"Tao Xu, Wang Dang, Jiabao Wang et al.",2022,Journal of Neural Engineering,10.1088/1741-2552/acae06,https://arxiv.org/pdf/2202.12948,3508829abd4eef270852c36d37a52879
OA_KW4_039,Semi-Supervised Generative Adversarial Network for Stress Detection Using Partially Labeled Physiological Data,"Nibraas Khan, Sarkar, Nilanjan",2022,arXiv (Cornell University),10.48550/arxiv.2206.14976,https://arxiv.org/pdf/2206.14976.pdf,bd11167322bbb4409ed37e2ac9dd8564
OA_KW4_040,"Self-Supervised Representation Learning: Introduction, advances, and challenges","Linus Ericsson, Henry Gouk, Chen Change Loy et al.",2022,IEEE Signal Processing Magazine,10.1109/msp.2021.3134634,https://arxiv.org/pdf/2110.09327.pdf,d66dd02335c6f9db97c6132096c03d23
OA_KW4_041,Self-Supervised Contrastive Pre-Training For Time Series via Time-Frequency Consistency,"Xiang Zhang, Ziyuan Zhao, Theodoros Tsiligkaridis et al.",2022,arXiv (Cornell University),10.48550/arxiv.2206.08496,https://arxiv.org/pdf/2206.08496.pdf,0b069252e40fc66880352f70dc1f10b2
OA_KW4_042,Robust Latent Multi-Source Adaptation for Encephalogram-Based Emotion Recognition,"Jianwen Tao, Yufang Dan, Di Zhou et al.",2022,Frontiers in Neuroscience,10.3389/fnins.2022.850906,https://www.frontiersin.org/articles/10.3389/fnins.2022.850906/pdf,1127fb6d18640781a5796629b49bfe9a
OA_KW4_043,"Exploring contactless techniques in multimodal emotion recognition: insights into diverse applications, challenges, solutions, and prospects","Umair Ali Khan, Qianru Xu, Yang Merik Liu et al.",2024,Multimedia Systems,10.1007/s00530-024-01302-2,https://link.springer.com/content/pdf/10.1007/s00530-024-01302-2.pdf,77a997ca4ae951402d09b7e02e4f141e
OA_KW4_044,Linking Multi-Layer Dynamical GCN With Style-Based Recalibration CNN for EEG-Based Emotion Recognition,"Guangcheng Bao, Kai Yang, Li Tong et al.",2022,Frontiers in Neurorobotics,10.3389/fnbot.2022.834952,https://www.frontiersin.org/articles/10.3389/fnbot.2022.834952/pdf,a31fc5a1f8f167ee25d2d99f6ecbabf6
OA_KW4_045,Quo vadis artificial intelligence?,"Yuchen Jiang, Xiang Li, Hao Luo et al.",2022,Discover Artificial Intelligence,10.1007/s44163-022-00022-8,https://link.springer.com/content/pdf/10.1007/s44163-022-00022-8.pdf,5f5c289bc227dced0b8e08e878fe20d0
OA_KW4_046,Survey on sentiment analysis: evolution of research methods and topics,"Jingfeng Cui, Zhaoxia Wang, Seng-Beng Ho et al.",2023,Artificial Intelligence Review,10.1007/s10462-022-10386-z,https://link.springer.com/content/pdf/10.1007/s10462-022-10386-z.pdf,efcda470286af1e604c5b0d3f0bb600c
OA_KW4_047,Domain Adaptation for Fear of Heights Classification in a VR Environment Based on EEG and ECG,"Andrea Apicella, Pasquale Arpaïa, Simone Barbato et al.",2024,Information Systems Frontiers,10.1007/s10796-024-10484-z,https://link.springer.com/content/pdf/10.1007/s10796-024-10484-z.pdf,9c9b56862b8044db404bed152747a5dc
OA_KW4_048,"Human Emotion: A Survey focusing on Languages, Ontologies, Datasets, and Systems","Mohammed R. Elkobaisi, Fadi Al Machot, Heinrich C. Mayr",2022,SN Computer Science,10.1007/s42979-022-01116-x,https://link.springer.com/content/pdf/10.1007/s42979-022-01116-x.pdf,e6922549d2358ebfc66fca09daf3bcbc
OA_KW4_049,MAtt: A Manifold Attention Network for EEG Decoding,"Yueting Pan, Jing-Lun Chou, Chun-Shu Wei",2022,arXiv (Cornell University),10.48550/arxiv.2210.01986,https://arxiv.org/pdf/2210.01986.pdf,cc83184e209f50adc453ead4eea58971
OA_KW4_050,An improved GBSO-TAENN-based EEG signal classification model for epileptic seizure detection,"M. V. V. Prasad Kantipudi, N. S. Pradeep Kumar, Rajanikanth Aluvalu et al.",2024,Scientific Reports,10.1038/s41598-024-51337-8,https://www.nature.com/articles/s41598-024-51337-8.pdf,d6b8bf44d15afec0abbc566f6ed833e6
